p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,ch,x,y,z
-5.600787780431908,-2.6624400290867385,-3.7758663757991098,-3.823660141439639,-2.678541774343934,-4.647934264526988,-6.210440907024143,-0.7833096505750063,-5.080877826767647,-5.487819079997571,-0.6359727804813033,-0.5230625935131243,-5.377968253901457,-4.361558466535335,-1.82279544583551,-6.010817995838316,25,0.0995,-1.76689994,0.1541
-3.4600160380183596,-1.528684048344001,-2.2354759944761433,-2.5148581085602117,-1.9230112183280994,-3.5216701689479137,-4.873614838864476,-0.3568680067147838,-3.3044410961518835,-4.235079315872255,-4.1898613157903455,-4.777333913846078,-4.096623207654673,-2.8823069005733686,-0.48426586879120137,-4.895280678822381,10,0.0968,-1.76689994,0.1547
-1.0706020972745627,-5.325765597255575,-0.0032640218898372098,-0.4207080470376887,-5.7345467872835485,-1.0923204916060527,-2.2299003513251563,-3.9513176606502967,-0.7149025100602202,-1.318022792999102,-1.5110431881144706,-2.109680487333357,-1.6523164625662758,-0.4320275586449469,-4.125878080452662,-2.200381518460226,8,0.0978,-1.76450002,0.1539
-2.6572858148163405,-1.0008660519868116,-1.4173515289803422,-1.7714427903079688,-1.0820574795172462,-2.686021554646757,-3.964707529266093,-5.750782755213336,-2.382154339552585,-3.142164109319239,-3.141829314247154,-3.6596849682443917,-3.2061294867976784,-1.9399715240723907,-5.66310787979949,-3.7758896081688036,9,0.0987,-1.76540005,0.15369999
-4.901946577887813,-2.9316287831618837,-3.2507250540082033,-3.514198788142858,-2.9566534565971665,-4.584683360963389,-6.025592920373683,-1.2253683200972532,-4.002744488239216,-4.533993197842975,-4.69778951757776,-4.984315930488137,-4.895636692035765,-3.6354041476378995,-0.9632892252223577,-5.771392033426412,17,0.0953,-1.76960003,0.1524
-0.8441123154808068,-5.732229288353622,-5.70521599770551,-0.014498401246250125,-5.525794352440997,-0.7898675613353205,-2.0258502365568205,-3.7023756794177203,-0.39000816904601976,-0.9841378033664512,-1.0300349496536896,-1.4490103688802733,-1.2615878741216946,-6.276596235683776,-3.507190619956077,-1.7008463045503603,9,0.0946,-1.77110004,0.1512
-1.0800006156558766,-4.74193480287305,-5.025218388988666,-5.334296718374112,-5.321971606425343,-0.7544113085222364,-2.3004138664911977,-3.388737749818212,-0.8111052331488153,-1.5202333352538488,-1.4904043057774103,-1.7633123961829185,-1.1033099650570932,-6.078487724017904,-3.0077830540443635,-1.4497661350147837,26,0.0929,-1.77499998,0.15109999
-1.2548176850743502,-5.162623793514221,-5.460676392749718,-5.98223190287117,-6.127114526656861,-1.633922401332903,-3.3700383209208837,-3.8345044370776336,-1.6598285440586906,-3.162317781716169,-2.376698064927446,-2.297597337844003,-1.7975343481656374,-0.4414976377756439,-3.4416846631598617,-2.100108134553551,25,0.0949,-1.77559996,0.1503
-4.455042185819963,-2.6037484836998317,-2.9759657843353047,-4.154273292607563,-3.4371957532087265,-5.097380311201263,-0.01414207863474104,-0.3339881759300454,-6.05373419082602,-5.412873291145203,-5.507892477288621,-5.5822895984157554,-5.360137553733978,-3.8716681205227417,-1.2887711395780173,-5.838919304070149,27,0.0968,-1.77620006,0.15260001
-5.144837490711339,-3.2821398262547454,-3.035324549365537,-6.270946586664685,-3.321078543919576,-5.466362971963001,-0.4118806496620522,-1.4896876892400357,-4.514314866798436,-5.337804594957632,-5.3432490665532555,-5.440924131393146,-5.544742627340142,-4.463429596509172,-0.837081164880626,-5.396582883777892,6,0.0959,-1.77779996,0.15109999
-1.6430731834099035,-6.179845058468096,-5.938912829241648,-3.0819195071259617,-0.02457721131462165,-2.105876709083063,-3.3861016145859963,-4.3839163668048755,-1.2596391477236466,-1.8125297013096713,-1.868615243140475,-1.9145996862539931,-2.0465182011785004,-1.0222917719382494,-3.680428185509953,-1.9208311642273301,5,0.095,-1.77980006,0.1495
-3.211736530955811,-2.7020782615477117,-3.3000836382740566,-4.09866645693635,-3.8895221245881046,-5.220677903316641,-0.47157475951036787,-5.06426821149045,-0.014131128370181045,-6.2303187608136525,-5.73840858266351,-4.631048370712747,-5.727664965272908,-3.4391622537588447,-1.682251822238964,-0.12329029318191331,32,0.0965,-1.78139997,0.1459
-6.05949382706568,-3.712738508425474,-5.143098064749214,-0.7313358330208075,-5.03521772401708,-0.10520204325889182,-1.4058454005972365,-2.0779595113788005,-0.8877666308229877,-0.47014786600399816,-0.03331273291559711,-5.891150081778974,-6.25245527376552,-4.535655633359411,-1.254112906210068,-0.11774660381113478,11,0.0981,-1.78209996,0.15000001
-1.0459258672274743,-0.6348215430296271,-1.519959288044742,-3.1272154733277553,-2.5461552311625724,-3.7200125964854536,-5.716767384031364,-3.8408219061050275,-5.0964295458568785,-4.5328253768819025,-4.411036708776564,-3.512341108119138,-3.7789466077246914,-1.4430542475600276,-5.5878171994521395,-4.848169129459848,31,0.1,-1.7881,0.14659999
-6.204498117366263,-6.104346359020717,-0.647709518815514,-2.1106867751399,-1.4592606428131916,-2.6064451414697913,-4.824092960674953,-1.971459351888349,-3.9715154538976023,-3.9062814711423073,-3.595456458846435,-2.2560978281044157,-1.960228886782616,-0.20589170903748766,-4.40150028119735,-3.7993167984225344,34,0.1035,-1.78830004,0.1488
-3.9850650744975056,-3.7534386227370717,-4.509011175521485,-5.811355142017678,-5.465095194215614,-0.4196208817254501,-3.253576057911971,-1.5991273756634286,-2.1042547258465945,-2.2908136192172606,-2.027715897512344,-6.0742681600411,-5.409967926946457,-4.077046124371037,-2.0689175731253293,-5.915657382086163,36,0.1084,-1.78869998,0.1468
-3.205051063432677,-2.537588667161227,-4.424000865106725,-5.865322449814215,-3.368361491210159,-6.145451694198819,-6.187451594928888,-0.5773312882092796,-1.2124765734509424,-6.037031301963346,-4.927167632877229,-4.29496221379938,-3.0085943396512533,-0.8108799400381841,-5.536380749827806,-4.194800071266606,24,0.1112,-1.79149997,0.1463
-2.9767058499908785,-2.6045575872889586,-3.7268081182207844,-5.951810007698086,-4.743125321885998,-6.162329875068679,-5.927927711108737,-0.4264506173839351,-1.7026903194737244,-0.471731244139022,-5.9742311334634195,-4.767738359495084,-4.005207265130721,-2.2658079435030203,-5.980158156840126,-3.7368910326515525,30,0.1137,-1.79330003,0.1437
-5.576047170790954,-5.4087530602296,-0.5276802727164984,-2.053491308862206,-0.9184997032454731,-2.4346251547012727,-2.2671213801692787,-3.6444361789597437,-4.54851126653228,-3.893377471653338,-1.4525605294495065,-1.3028677444120547,-0.3609252228909483,-5.142890607282709,-2.198329551456297,-0.43838723852689654,32,0.1116,-1.7938,0.14669999
-4.706469450318906,-3.395142124227661,-1.4789185773380105,-1.3224533881517964,-2.961329401212751,-1.2782796802350802,-1.1327193425208506,-1.4388131244380986,-2.902318884382005,-1.4054139284720861,-5.949021138298491,-5.584542511330092,-3.4453093652092903,-1.8929413481995567,-0.14778456398132533,-4.439683218403459,19,0.1156,-1.79400003,0.1455
-4.706469450318906,-3.395142124227661,-1.4789185773380105,-1.3224533881517964,-2.961329401212751,-1.2782796802350802,-1.1327193425208506,-1.4388131244380986,-2.902318884382005,-1.4054139284720861,-5.949021138298491,-5.584542511330092,-3.4453093652092903,-1.8929413481995567,-0.14778456398132533,-4.439683218403459,19,0.1127,-1.79659998,0.14579999
-5.46132927208231,-4.783798006054084,-2.434152232389309,-1.8686491383279566,-0.5744771513736922,-2.8100102755744913,-1.9647960600396317,-2.58094469376028,-4.16064397741691,-1.3507343325331647,-0.0660017096024319,-0.36773739523114557,-5.423986623543982,-3.511869436115404,-1.6318416363570023,-5.765314677451087,27,0.1126,-1.79509997,0.1443
-2.3829668986745602,-4.112245575870482,-3.5413017461336285,-3.223584764301748,-3.6806726086201635,-5.0138447185184205,-4.622737637684473,-3.9091898613287626,-5.607324902272538,-0.6276645843631457,-1.1520636581310697,-0.609875951935642,-5.825619352292591,-3.7278508756019306,-2.426637413217364,-1.0241751516959425,1,0.113,-1.79340005,0.1425
-0.8107835903011988,-4.077112180860407,-2.2060470808152033,-1.7164244798560944,-1.8041778752445552,-3.038181170905915,-2.681441702419768,-1.936403168568269,-3.562578230113907,-4.537767926875659,-4.577070985450547,-4.388304604061965,-3.8559101162899196,-2.3825888131861035,-0.416754355446745,-5.505040237378619,6,0.1165,-1.78980005,0.14030001
-4.666119983947468,-3.5035106359946795,-0.6276646866843123,-1.0063228934863595,-1.1335977722590016,-2.221836449372404,-1.125628834145843,-1.3722182338361435,-2.9082934211605718,-3.62425764309026,-5.1457507124403605,-5.495412775449438,-4.182333137222386,-2.35393859532266,-6.272973750812525,-4.562807086722849,25,0.1163,-1.78869998,0.139
-5.04725898890619,-4.391304952855272,-0.8920477297320666,-1.8681543858598602,-2.916881408543645,-1.4014016293651252,-1.2251671065167855,-1.9855786196550937,-3.184818095610673,-4.672469278001486,-0.28410076736311396,-5.979260564971128,-4.740773285217131,-2.7954578175625144,-0.14467181469869317,-5.001852418792577,34,0.121,-1.78789997,0.1355
-3.4264399011495357,-5.315974525600989,-5.1780566739067115,-5.495026626810567,-6.132340233809295,-0.3702206847690448,-5.248913035879717,-5.650011874671861,-0.9931888295662432,-1.7541813584268198,-2.670951037090042,-3.382608197078433,-1.7437133413409285,-6.1813813717137265,-4.08195606891681,-2.564878908338059,22,0.1231,-1.78760004,0.1346
-1.9071693547308364,-2.7951163225140796,-3.8731229025334013,-4.6964116282916955,-4.555159262036383,-3.9624070118765005,-4.111260031479624,-4.6669710087386065,-5.879139882714782,-0.4310144626515324,-2.1707299572675183,-2.4886590372625577,-1.1285263822020575,-5.428647526962131,-2.886837845608163,-1.32433566335202,35,0.126,-1.78530002,0.1346
-4.99091293290595,-0.3623053329734631,-4.972072508238391,-5.7671241473070225,-6.212302799754518,-1.0812851319571735,-1.1531396042363795,-5.810608989077004,-0.6160355469801218,-2.0523441676642307,-2.022627936882671,-1.6922532062408493,-1.2451815667915724,-5.924996406929907,-3.9497379316615238,-2.628579710762409,8,0.13259999,-1.7852,0.1346
-3.2804709216409336,-3.7807404772472424,-4.538172784719148,-5.397971556387972,-5.9074628826478275,-0.8127935626718212,-1.43594189637367,-5.391760048774046,-0.11386019521967938,-1.2781048964444892,-1.6230759080258892,-0.989690821775767,-0.5498825428460705,-5.351032974953,-3.093400555609808,-2.2197559354150442,2,0.1353,-1.78729999,0.1346
-1.7134164732103656,-2.6069971808139343,-2.5736136953942683,-3.532566374753351,-3.739910511114779,-5.120827747356174,-4.99708606572721,-3.6975018632459964,-5.098274188837529,-5.786518355302171,-6.09468557986844,-5.864953027426232,-5.592961186226262,-3.4679988026102464,-1.6930030962646256,-0.1067762856930301,23,0.1295,-1.7881,0.1337
-4.763898582481588,-5.685895013206014,-5.733434621342255,-6.276159132754572,-0.2321432279599165,-1.7919169762618736,-1.3185115870773458,-0.620886526484071,-1.7911639758669793,-2.7852733985191804,-3.091955609242518,-2.3395170365758915,-2.131683552301773,-0.4266907580237671,-4.549151500450627,-2.94956297828562,27,0.1294,-1.78859997,0.1336
-1.0455263650471665,-1.4366056928519022,-1.4368083626540393,-2.1342216216435297,-2.400308819348659,-3.699144493432293,-4.3314034060433,-2.030042690102057,-3.387423428225894,-4.421425410741207,-4.39875070550336,-3.7812475501390708,-3.306516360806576,-2.0219892814132905,-6.273469557264644,-4.668709889980196,17,0.1234,-1.79260004,0.12909999
-3.4301432876527294,-3.154035193358567,-3.4042618507443017,-4.486413452475389,-5.5373410825473215,-0.19985372235368715,-1.1314843588855297,-4.883706146164165,-6.056081440230756,-0.20630741017004084,-0.43391490789345966,-6.127465469851316,-5.7420331192723495,-3.6952540605933137,-2.369424076291935,-0.19002774704929237,23,0.1227,-1.79530001,0.1279
-3.0638634141946675,-2.836107344398144,-3.4796462023209997,-2.305410891743051,-3.638897329161658,-5.981825629981799,-1.3984031733895677,-3.459677721072161,-5.572829601751167,-0.012617012713874942,-6.123626229404351,-5.647358609974674,-4.865789195614724,-2.861829935832354,-0.609246999559474,-0.8422522099653875,1,0.1186,-1.79830003,0.1242
-2.2888017291839873,-2.3672439815268866,-2.668284764146307,-3.0906088425470166,-5.556063413720082,-6.01918117498866,-1.3538397903129535,-4.917593320281192,-5.827829134898025,-0.05273215223837724,-0.20590455719440115,-5.597061687174872,-4.595881848273628,-3.087113542119482,-0.7829619672845709,-5.480598297948518,27,0.1091,-1.8039,0.1248
-3.5461617442853672,-3.7935832982637194,-4.9035303414900095,-4.127020379520175,-4.702794458917531,-0.9301030745605061,-2.624797800163037,-4.342801770634587,-0.6536782995319399,-1.2033456259548814,-0.8708939935726931,-0.1899375472928142,-5.758981166954193,-3.090243219584849,-0.972303234629635,-0.6074391026813473,12,0.1047,-1.80439997,0.1258
-0.6015018687238545,-0.39467698622377156,-0.8218223853752296,-0.07228238107915175,-1.1809244660243223,-3.3769406367768227,-5.13835688969435,-0.49708982546808045,-3.0992176325437057,-3.6907093520424326,-3.247526686508138,-2.740015888072726,-2.072611025927909,-4.668331894279888,-3.872415680899465,-1.3421361859599799,2,0.0974,-1.80680001,0.1257
-3.925780397836995,-4.263459359167616,-5.021937579358305,-5.54759637487571,-0.8970011278486112,-2.6747267284817795,-4.137883147197698,-1.3499509033355892,-1.668773966545821,-2.4144897671625785,-2.747274666015251,-1.3522454991351296,-0.4488019642277514,-4.403348559818845,-3.2396236164923202,-1.5845023327518533,36,0.092,-1.80719995,0.1283
-1.3038998216820836,-1.5616437589760537,-2.026893869668415,-2.521734186036298,-4.419397108426672,-5.190880999197191,-1.132229762827329,-3.6682211332353845,-4.946673425646502,-5.2867567316927975,-5.372463113116275,-4.443896031362982,-3.580940015227924,-2.1926285389593616,-5.379932734099555,-4.787879389110511,28,0.087,-1.81019998,0.1228
-2.125022287150813,-2.3244113317485358,-3.195908594672419,-1.765607477336463,-3.3839959269304174,-5.135335164792295,-0.9655646100868083,-2.5963134242711092,-5.019624185390924,-5.923620499646894,-5.13807705232103,-4.401939432498203,-3.4834452201451427,-6.2232294637836745,-5.542717586278371,-1.579983649728156,5,0.0779,-1.80990005,0.13160001
-1.9060459794023927,-2.092288764348133,-3.482149329411481,-1.7695569771169808,-2.9361387501650142,-4.872705779629413,-0.6609828919133776,-2.3789586032012338,-4.687691125190177,-5.695348202205864,-4.838265726639719,-4.133127345833884,-3.0294415252950166,-5.897853397661422,-5.162632183396823,-1.5881924406018584,4,0.0731,-1.81229997,0.12899999
-5.693279618508143,-6.058892123200248,-0.5234913384663642,-1.059688131488322,-1.9825821087139417,-3.6719463306683693,-5.533884283753977,-1.9761126539737077,-3.2972147710904522,-3.7489713827084756,-3.775111837561113,-2.7542179583275583,-1.7383357512729027,-6.211203867509166,-4.465433390460781,-4.109172837694409,31,0.0678,-1.81210005,0.1375
-1.2781764773933588,-1.4524387889092907,-3.280178019451153,-1.2087858175280495,-2.2293529870490048,-4.162635118043291,-6.151812947790006,-1.6271970278551535,-3.918952163640853,-4.7785677992205535,-4.05700263225755,-3.3590539639141355,-2.2576861403198834,-5.230611095398359,-4.383974338238016,-1.1348701396446685,3,0.0595,-1.81289995,0.13940001
-2.927856357039545,-3.2159480365288466,-3.9965461606689843,-3.6182935871106565,-2.6523779129234413,-0.3400391038863191,-1.7761752873310073,-4.575018294589405,-6.124537721543689,-0.1931280154815198,-6.263798663965218,-5.430121660174869,-4.993744493618266,-1.3207449240495635,-6.237839333927212,-5.875785233615048,19,0.0527,-1.81169999,0.148
-2.6143139150882746,-2.9325545195092175,-3.417785733212476,-3.8966422196556465,-5.791134661707879,-0.25740498880607987,-2.3738751328934313,-4.7559435011393205,-6.258556559704303,-0.4973128597865468,-0.36080961424626423,-5.597372435510806,-4.708360486971074,-2.32173305378285,-0.056511698102333696,-4.7729368364906435,26,0.0484,-1.81200004,0.14740001
-0.053751279160792365,-0.417426910025835,-0.9235827398906515,-1.6443196824834843,-2.5831737490305073,-4.250395717112433,-6.195178041288081,-2.590383953557314,-3.8186983656008167,-4.417080037008901,-4.459895981902477,-3.3759460926087925,-2.293841988124065,-0.34223923040640614,-4.849523196562398,-3.8397862049773153,31,0.0313,-1.8075,0.1664
-4.812236670127433,-5.183297754345361,-5.606747772225258,-0.07993665335274613,-1.1380415779549224,-2.62901820021537,-4.658402490019164,-0.9541735788864543,-2.276669678259914,-2.784184873804847,-2.851024524323769,-1.763496565894684,-0.8053117418431306,-5.091827345616714,-3.0315217540795096,-1.8662218735515665,30,0.0241,-1.80400002,0.1696
-6.090617433410223,-6.264573630752238,-0.8430155424064569,-5.648756458961184,-1.1038750699617381,-3.056203978104172,-5.057689361508601,-0.5499714393665087,-2.8755719006472304,-3.6605587258954557,-2.9723239770964582,-2.1930338075980274,-1.2055080207847695,-4.225122064991282,-3.239684827808766,-5.271949283351763,4,0.0151,-1.796,0.17560001
-5.614829408808841,-6.064647295994696,-0.6055406251135835,-1.3641282614489114,-2.258432512573357,-3.9701576963856198,-6.069267838441938,-2.6575935614884756,-3.447739333842641,-4.35718223954764,-4.497579010676404,-3.1962030195001887,-2.1422055059613,-5.873999019610217,-4.690283398422757,-3.353325830180502,36,0.0044,-1.79059994,0.1825
-5.299474495982729,-5.79691651159159,-0.33466154019441774,-1.096647199295603,-1.8422630854051931,-2.787089905489246,-4.56037241333096,-1.0359746178452198,-2.379991772477524,-3.0856355042785566,-2.8050394690370197,-2.0970790502672685,-1.0438746956162674,-4.972002406148071,-2.471490910555012,-2.3012773260262094,15,-0.0018,-1.78659999,0.18700001
-6.187917312956639,-0.0074900432009314954,-0.5385302227916462,-1.4743878275561286,-2.8465064531458992,-3.6561537529909387,-5.812771077469662,-2.0955137361938014,-3.3776461803378908,-4.11792383788854,-4.111527156736564,-3.0990370819516855,-2.103589473648931,-5.783499887326663,-4.115449570739958,-3.3135307053933545,26,-0.0038,-1.77900004,0.1928
-5.357739532892843,-5.705477383903755,-0.15540682958030771,-1.0327835988535838,-1.7000968655655555,-3.3760114911684767,-5.886184600389761,-1.8484606652045343,-2.959436834931658,-4.142733762041061,-3.9692953737871406,-2.9807932872499308,-2.0547026812057467,-6.096470796307713,-4.510474850118101,-3.320806089551347,35,-0.0057,-1.76610005,0.2155
-3.787199914487786,-4.112484417731057,-4.877976606561344,-5.728119820265412,-0.028671717778628647,-1.7661549647799646,-4.2059836467819025,-0.049469010104402855,-1.32812343784515,-2.36797588396918,-2.247749370839273,-1.3032902857990933,-0.5115822564760286,-4.5316148039142305,-2.9817219949468594,-1.7511096599181784,35,-0.0053,-1.76069999,0.2278
-1.5424279256979183,-1.5861771060770735,-2.5947123720190532,-4.437549847314166,-4.69334693292231,-5.0421158076552075,-0.47328024275691405,-3.6556942940004475,-4.86844551854665,-5.856455406889729,-5.744819612646069,-5.043448659369737,-3.928279835806741,-2.1202370662598966,-5.729629588303929,-5.475784585397641,9,0.0038,-1.7471,0.25420001
-5.0114476195137065,-5.238757069741887,-5.145856439092531,-0.01219464431023809,-0.6974956228797211,-1.7091459309149855,-2.7570898673552477,-6.275893780910188,-1.5221999679785867,-1.84592335758542,-1.9227251182072393,-1.5059072856475808,-1.0487954833280355,-5.034223701198442,-3.610784400245066,-2.179084484052421,22,0.0003,-1.74940002,0.26280001
-2.917633037101343,-4.040307251238723,-4.078811296698305,-4.691760170564882,-5.468411437349154,-6.176823145980684,-4.233243630581256,-5.052719758380455,-0.07739307940013163,-0.8970442642353902,-1.1314733718842902,-0.4044696382453239,-6.265404032410885,-4.688931759416292,-2.1434517048077275,-0.7427582115267626,30,-0.0064,-1.75150001,0.26910001
-0.9393829681647468,-2.4225887156975503,-1.0334945423674888,-1.846653609523301,-2.342825271209847,-3.803152318096444,-2.9700803192133307,-1.7278583993018444,-3.0010799977276434,-3.8344736355794424,-3.8012007350864536,-3.363296933133924,-2.7868829278878913,-1.051695035259371,-5.228571813510261,-4.052581294739031,12,-0.0104,-1.75269997,0.27559999
-4.4996423539012085,-6.1635295969600605,-5.0725607233155845,-5.4760854445802085,-6.190893263853887,-1.3818627020902952,-5.667893991863018,-5.645751865317074,-0.9559895011163277,-1.5999427076975365,-1.603989000129964,-1.627492427921105,-0.634141207946513,-5.566532940402595,-3.2420165948570734,-1.8258447776751794,15,-0.0241,-1.75919998,0.28080001
-1.853018115120669,-3.881985428046974,-2.640885175973146,-2.9139898518877985,-3.597774802635442,-4.770977406334623,-3.011404234849415,-2.9371341050667255,-4.616576102359019,-5.01386607930327,-5.225686812969535,-5.765865244627129,-4.599430865934444,-3.0705586458541987,-0.8533280903966798,-5.53441685334127,14,-0.0312,-1.76250005,0.2913
-0.5727480769844853,-3.4486265533568883,-2.0272875734188034,-2.2807195104479376,-2.9517011660196246,-3.9956516051816493,-2.5961189251666568,-2.2250798906957883,-3.755313220669663,-4.525239186794309,-5.218517808908118,-4.954979249216571,-4.225953699316264,-2.214284496698994,-0.19040384713193959,-5.16052091101346,9,-0.0411,-1.77119994,0.29949999
-3.586136919659779,-5.713233048311146,-5.2855050126657,-5.48579449796113,-5.40971631353564,-4.157713812459967,-4.7012278988269784,-5.271225474056308,-0.10684515622516244,-1.6007204969866535,-3.616691101547211,-2.5852470468023796,-1.3885241432629876,-5.337263393261047,-3.674106760011611,-2.34298047268258,1,-0.0506,-1.77250004,0.30860001
-1.9568240796344938,-0.9509726838626662,-5.242856466140385,-5.108014816083454,-4.345712086400738,-5.4212222629899856,-1.1868059701078835,-4.973865385409049,-0.339074821137892,-5.94495560568641,-4.059364253268129,-3.0654593346647516,-1.9697259798725852,-0.4934386835025748,-4.582353873139258,-2.4120824265216676,29,-0.0589,-1.77509999,0.3206
-1.0074885568450895,-0.305015710638763,-3.1404165964155446,-3.933544968081737,-2.6143328944949715,-4.430578280352044,-0.9685762937541966,-3.661074639604017,-5.70538281158742,-4.887082944970061,-2.5830857447294875,-2.186268852123362,-1.5857720042343253,-0.24149994929089047,-3.9702685012449557,-1.5207515536363516,32,-0.0699,-1.78240001,0.32589999
-4.692103686931308,-2.3444515171379336,-0.5369692370857653,-0.5575562737962265,-1.1437537518793448,-0.5533339193209486,-5.876616337928411,-6.190413915151076,-1.6597716374614464,-0.8674235873134251,-5.5847044981700975,-4.563308049936957,-2.428902540590613,-0.505270336616789,-5.7976986367254355,-4.136606974973581,8,-0.0836,-1.78429997,0.3407
-1.9454896043186096,-1.0378719798159466,-2.110378282796022,-3.941141362142673,-3.238164149825515,-5.055706873066619,-1.3743243422291442,-4.309180574653688,-6.2480476157148175,-6.021808354487824,-2.4406552908609953,-2.97389325121749,-2.8454065991861768,-1.3900865940098086,-5.344363405896782,-2.181820385115639,34,-0.0897,-1.78600001,0.3477
-5.552087488377623,-4.656885230025672,-5.697357223182612,-1.1031129122919907,-0.6012964034731993,-2.3143804462850426,-4.510311542653007,-1.368308452947396,-3.415061118250456,-3.4861548743892428,-5.2647829087312985,-0.6633434722686928,-0.6053250841792135,-5.186498104201078,-3.232699555271033,-5.753092371658461,34,-0.0999,-1.78699994,0.36090001
-0.5710094591297477,-1.1584309356008617,-5.959249891549163,-5.884970777172207,-5.965587551242329,-5.806389436561304,-5.340028997017278,-5.566493634519958,-0.9416550226891189,-5.556513081657435,-4.418213237835253,-3.790637044612339,-1.4837933701796828,-0.3453769780616014,-5.483993941351017,-2.9239488101392155,9,-0.1084,-1.79149997,0.36149999
-1.0372865376041318,-0.18100849298606647,-5.692894527811717,-4.5269554989739085,-4.702772334757093,-4.807292816347093,-4.266678390608419,-5.098814546818538,-0.5393995611718623,-3.1164732070782293,-3.455934321041717,-2.694452961487457,-1.8112085989532503,-0.4022903229954693,-4.594125387091513,-2.181885162033012,23,-0.1209,-1.80280006,0.37099999
-5.59831150687976,-5.454796288504305,-5.577682545948328,-4.707373249499161,-1.375073991860674,-2.3652437655990965,-2.8319262662746496,-4.463965326614904,-5.648395078592536,-1.0510971715814748,-2.3031721731434587,-1.9737788396273217,-1.154182457195148,-5.669356760686064,-3.66586752770764,-0.8972719664399591,34,-0.1347,-1.8082,0.3642
-0.13048154092867037,-6.191538254930183,-6.143474259160898,-4.891519610867725,-4.058538043546406,-2.9785161409275176,-3.329580097363568,-3.919274201706152,-0.6208181482017423,-1.9514615468700214,-2.2909075903446023,-1.8295191355242864,-0.4133142899793789,-4.945249675924387,-3.31214131851301,-1.270736668272832,2,-0.1433,-1.81930006,0.35479999
-1.9605189284897122,-0.6623533767750409,-1.050234939162765,-5.678893199415885,-5.095546850904974,-4.711717599717993,-4.709716163509611,-6.088074950538136,-1.1685613792742302,-2.9927517218177258,-3.897899027004698,-4.031231248878939,-3.1785357553560907,-1.2496267570987527,-5.699388022898432,-2.9565612252396924,27,-0.1464,-1.82599998,0.3461
-4.779725327712697,-4.031478151182469,-3.8464704258308977,-2.8406531894240814,-2.1856800837713735,-0.32181572404812187,-1.1071986361553883,-1.8782515481236217,-4.964137295071154,-6.040558432494187,-0.2731950935678995,-0.017126101035557895,-5.227614349784744,-3.8693189816840032,-1.7256732265643926,-5.666915297053382,9,-0.163,-1.83350003,0.35769999
-2.154512347875425,-1.5708862930699325,-2.2556919927528725,-1.8407796322911878,-5.083364504549472,-5.287017887288293,-5.764804136199636,-0.9244842488739593,-2.304862522302095,-4.044229768134983,-5.704079911142557,-5.425265470536502,-4.468098782790044,-2.469001174978281,-0.340375585803784,-4.84364865214064,35,-0.16670001,-1.83940005,0.35069999
-0.14430748745792954,-5.50902925043777,-5.356031354053798,-4.2500172202486795,-3.6123659053477297,-3.9383506076157673,-3.177127254286134,-4.08405499429049,-0.4690847212185574,-1.9927550833382526,-2.566886243003559,-2.734822540657831,-2.1540036169849905,-0.6620701205737305,-4.257692929140283,-2.0382143720426313,17,-0.17569999,-1.85210001,0.33840001
-5.131558614416804,-3.8600567631822784,-3.7205269394080975,-3.003525043344421,-1.2735310594672313,-1.920281843436662,-1.6285481733882108,-2.7047301041803777,-4.366854850712315,-6.004561290372273,-0.6557859231968663,-1.0309603982605253,-0.3329584481594914,-5.142359382534622,-2.6094904268863637,-1.0716024093280154,23,-0.17990001,-1.85930002,0.33430001
-4.171397230961773,-3.09499857756272,-3.5049167355632918,-2.8121840064248502,-0.8990516743258041,-1.2003720830529616,-0.6709780916566288,-1.7609171074150893,-4.096212723809558,-5.600903965509559,-6.2700168969258385,-0.3928444148542525,-6.154637944238729,-4.800551582036633,-2.0461159134491247,-0.28617889083274406,19,-0.184,-1.86160004,0.3256
-6.039048294679876,-3.6403289688898752,-4.014277289712572,-3.838415962295077,-1.0050196280720343,-1.7064289802410428,-1.5030390794347923,-2.5194935247626304,-4.127561961602225,-5.708701003441071,-1.0430607817255222,-1.0666501617344508,-0.5568014924983018,-5.530810279925866,-2.701227381603786,-1.1812131489420707,29,-0.1846,-1.85810006,0.3186
-2.400881272053553,-1.2467657314448637,-1.5127216846640934,-0.8822330688574951,-4.666602391224998,-5.391681651200692,-5.01117481803589,-5.941259742129013,-1.7772391645938939,-3.179565705137918,-4.188528176998048,-4.7024155224793205,-4.011332839309901,-2.8940981423860492,-0.19182694338802975,-4.715359727907476,21,-0.19499999,-1.86290002,0.31400001
-2.586037921492789,-1.4716037800969062,-2.3843131135288687,-5.326460897386809,-5.184640222901869,-4.18647352786747,-4.517529734836657,-5.030591991789457,-1.7345539384725086,-2.928996975070831,-3.5684183344421996,-4.152873501887761,-3.51846895834219,-2.133449855864079,-5.71826204982375,-3.6514368691852077,10,-0.1947,-1.85399997,0.30559999
-0.5771362937441111,-4.253914205291878,-3.8615686462219863,-3.806923696830852,-0.6197477454286329,-2.3590907294154206,-2.0999506693309655,-2.564019692107685,-4.490290849175025,-6.042596886389681,-1.345120981926513,-1.51704544370061,-0.8335021796247268,-6.024498055065614,-3.1885614292447144,-1.3971764690062152,26,-0.1928,-1.84930003,0.29879999
